0,51.5092544230678,-0.161045357763243,-0.0160038672459153,0.0472023818211922,-1.542892291
0.5,51.5092474131158,-0.161042675586567,0.146568044094504,-0.0187174232513504,-3.48101299600506
1,51.5092479064526,-0.161044480524992,0.235523968701628,0.0128863626116811,-0.863396243858285
1.5,51.5092506594777,-0.161044269262076,0.505505272608952,-0.0159566320224816,-0.0930753183406842
2,51.5092539579534,-0.161044195259227,0.760685336950997,0.00722474232441694,-0.321202522321127
2.5,51.5092581967681,-0.16104449224674,0.982771660299625,0.011168637458969,0.368579399767148
3,51.5092631421906,-0.161043889354031,1.24068887985169,0.0138472871405135,0.898438993888938
3.5,51.5092684877502,-0.161043210186501,1.2363009794374,-0.0196650203361554,1.26971320056002
4,51.5092742567441,-0.161042738239917,1.24351133677266,-0.00831274058184552,-0.406500043239043
4.5,51.5092796590817,-0.161042008582249,1.25072382171544,-0.002243082775086,-0.242140713875826
5,51.5092852111247,-0.161041614225992,1.23762821949176,0.00410516629986874,0.00837741937374489
5.5,51.5092909548873,-0.161041385946899,1.26446776716633,-0.0265234057625913,0.251287634696165
6,51.5092964256324,-0.161041076705035,1.22929626092132,0.0361110600350517,-0.426147525102392
6.5,51.5093018996479,-0.16104043000919,1.23700128884058,0.0231279643521558,0.440729142244268
7,51.5093074937405,-0.161040016665581,1.26976414503534,-0.0127022251411401,0.384426537583487
7.5,51.5093132493642,-0.161039565285794,1.25251200670789,0.0141870660170459,0.793350908911621
8,51.5093187992266,-0.161039043389531,1.23537422152091,0.00304969624631609,0.430885051539588
8.5,51.5093244736259,-0.161038649256402,1.25678425861085,-0.00292500488178424,-0.0633414746658219
9,51.5093301127343,-0.161038201901224,1.26183677638723,0.017471670257879,-0.321590952147749
9.5,51.5093358176224,-0.161037619670097,1.2671336105246,0.035334426478113,1.46007672869254
10,51.509341414794,-0.161037195853079,1.23341691976229,0.0377296847648446,2.05960117298747
10.5,51.5093470440114,-0.161036956210989,1.24682125546865,0.0155308440734716,1.92908736723385
