0,51.5092544612815,-0.161045484887493,0,-0,-1.542892291
0.5,51.5092545510471,-0.161045491596891,0.03,-0,-3.48101299600506
1,51.5092551794935,-0.161045518368463,0.21,-0.01,-0.863396243858285
1.5,51.5092566399715,-0.161045494525171,0.4,0.01,-0.0930753183406842
2,51.5092590891285,-0.161045499385527,0.64,-0.01,-0.321202522321127
2.5,51.5092624595037,-0.161045501274804,0.82,0,0.368579399767148
3,51.5092669983481,-0.161045448377269,1.14,0.01,0.898438993888938
3.5,51.5092721884257,-0.161045344687834,1.17,0.02,1.26971320056002
4,51.5092779801675,-0.161045527608353,1.38,-0.06,-0.406500043239043
4.5,51.5092836601029,-0.161045833315991,1.19,-0.03,-0.242140713875826
5,51.5092891202292,-0.161045889107658,1.24,0.01,0.00837741937374489
5.5,51.5092949173145,-0.161045856977024,1.33,0,0.251287634696165
6,51.509300780403,-0.161045950607593,1.29,-0.02,-0.426147525102392
6.5,51.5093066626929,-0.161045869712245,1.32,0.03,0.440729142244268
7,51.5093120970733,-0.161045712773957,1.13,0.01,0.384426537583487
7.5,51.5093177585012,-0.161045658914461,1.35,0,0.793350908911621
8,51.509323485168,-0.161045734577811,1.22,-0.02,0.430885051539588
8.5,51.5093291644611,-0.161046139464138,1.29,-0.08,-0.0633414746658219
9,51.5093347549957,-0.161046491444655,1.21,-0.03,-0.321590952147749
9.5,51.5093404618588,-0.161046066819813,1.31,0.12,1.46007672869254
10,51.5093460980441,-0.161045244082453,1.21,0.11,2.05960117298747
10.5,51.5093517099043,-0.161044868693673,1.27,0.01,1.92908736723385
11,51.5093571234379,-0.16104464667048,1.16,0.04,1.73107944082395
11.5,51.5093628074017,-0.16104453684804,1.34,-0.01,1.27359027117955
12,51.5093684024532,-0.161044558828131,1.18,-0,0.956658052166882
12.5,51.5093741996703,-0.16104453899686,1.37,0.01,1.02271151267992
13,51.509379861447,-0.161044602936042,1.18,-0.02,0.446266828206638
13.5,51.5093855666521,-0.161044851585815,1.33,-0.05,-0.10568442511676
14,51.5093910019831,-0.161045111225503,1.13,-0.03,-0.429813821018795
14.5,51.509396527899,-0.161045122536479,1.3,0.02,-0.155681172233202
15,51.5094018711903,-0.161045250385632,1.11,-0.04,-0.587668383248667
15.5,51.5094074287252,-0.161045887191406,1.33,-0.12,-1.76979569520115
16,51.5094130096808,-0.161046494204515,1.18,-0.06,-2.23403892191082
16.5,51.5094186466449,-0.161046713067229,1.3,-0.01,-1.77411004619542
17,51.5094241056796,-0.161046851989366,1.15,-0.03,-1.36031785028803
17.5,51.5094297418621,-0.161047179611263,1.33,-0.06,-1.38929285069355
18,51.5094354678161,-0.161047515025282,1.24,-0.04,-1.44839747589577
18.5,51.5094413308923,-0.161047723263857,1.35,-0.02,-1.09263894741302
19,51.5094469247336,-0.161047903077455,1.17,-0.03,-0.730230975530221
19.5,51.5094526058275,-0.161047816657362,1.33,0.04,-0.439500736033821
20,51.509458242548,-0.161047534683881,1.2,0.04,-0.447795364134901
20.5,51.5094635225713,-0.161047491367809,1.16,-0.02,-0.400257577715551
21,51.5094691617131,-0.161047630798728,1.32,-0.02,-0.827924721780351
21.5,51.5094748166999,-0.161047426804383,1.21,0.06,-0.138856415056878
22,51.5094801574578,-0.161047238299442,1.17,0,-0.290813967338163
22.5,51.5094855247106,-0.161047522503308,1.21,-0.07,-0.851331349438858
23,51.5094910487345,-0.16104757103453,1.24,0.04,-0.2039213028931
23.5,51.509496439744,-0.161047349877491,1.17,0.03,-0.0111782265076858
24,51.5095019409404,-0.161047477047783,1.26,-0.05,-0.267310310967957
24.5,51.5095074876446,-0.161047693233386,1.21,-0.02,-0.43024031887632
25,51.5095131719198,-0.161047589440965,1.3,0.04,-0.492957909017295
25.5,51.5095189234986,-0.161047527715952,1.27,-0.01,-0.62300679513608
26,51.5095246083342,-0.16104758017309,1.26,-0,-0.676398455068767
26.5,51.5095300392692,-0.161047902556588,1.17,-0.07,-1.30460945446301
27,51.50953573905,-0.161048309556816,1.34,-0.05,-1.37465547532354
27.5,51.5095414404672,-0.161048108046408,1.22,0.08,-0.824787841963552
28,51.5095471871017,-0.161047868368975,1.32,0,-0.875073028626238
28.5,51.5095529167239,-0.161047873819168,1.24,-0,-0.614718060392444
29,51.5095586612119,-0.161048170355546,1.3,-0.07,-1.03365095534003
